id,created_at,text,favorite_count,retweet_count
1023162950926790658,2018-07-28 11:07:11,"b'RT @ylecun: Jitendra Malik, who directs FAIR-Menlo Park, talks about the future of computer vision in his acceptance talk after receiving t\xe2\x80\xa6'",0,57
1023089206820655104,2018-07-28 06:14:09,"b'RT @kdnuggets: .@Bloomberg launches free course  ""Foundations of #MachineLearning"" for those with Strong #Math Backgrounds  https://t.co/9R\xe2\x80\xa6'",0,105
1023089118719266816,2018-07-28 06:13:48,b'RT @TechAtBloomberg: Missed #PyLondinium18? Watch the videos of the keynotes and other speakers now: https://t.co/ZdsCV6csy7',0,7
1023057546066710528,2018-07-28 04:08:21,"b'RT @IIITDelhi: We are delighted to announce that @IIITDelhi has joined hands with University at Buffalo, the State University of New York f\xe2\x80\xa6'",0,6
1022735016822857729,2018-07-27 06:46:44,"b""Get ready for the annual technical fest of @IIITDelhi, Esya, on 17th and 18th August 2018. The theme for this year'\xe2\x80\xa6 https://t.co/sXbZ4j5SAN""",3,2
1022694950658396160,2018-07-27 04:07:31,"b'Congratulations Dr. @RatnRajiv and team @midasIIITD for getting their paper titled,""Learning and Fusing Multimodal\xe2\x80\xa6 https://t.co/HWZ1aqzERE'",8,2
1021987053880455170,2018-07-25 05:14:35,b'Congratulations MIDAS @midasIIITD intern Prakhar Srivastava @prakharcode for being selected to give a talk in PyCon\xe2\x80\xa6 https://t.co/b1cUb4VMss',5,1
1021704893537574912,2018-07-24 10:33:23,b'MIDAS@IIITD foundation. https://t.co/LKuzyBHzjm',2,1
1021699654805729280,2018-07-24 10:12:34,b'It feels great to be the part of @IIITDelhi. https://t.co/IRRTtIpC6D',2,1
1021693076337618944,2018-07-24 09:46:26,"b'Thank you, @toonzratn for designing the logo of MIDAS. https://t.co/yx2u2Vs36Z'",4,1
1021431011970670592,2018-07-23 16:25:05,b'We are on Facebook too. Like our page to get our updates. https://t.co/CRaw6KQPSf\n\n#MIDAS #IIITD\xe2\x80\xa6 https://t.co/0gj73NnlGc',3,1
1021377705084739584,2018-07-23 12:53:15,"b'MIDAS is a group of researchers at IIIT-Delhi who study, analyze, and build different multimedia systems for societ\xe2\x80\xa6 https://t.co/omKEqF7xqN'",7,4
